Name,Address,City,CountryCode,Weekdays,Start_Hours,Start_Minutes,End_Hour,End_Minutes,Rating
Gatsby's On The Bay,695 Bay St,Staten Island,US,2,11,30,17,00,4.5
Gatsby's On The Bay,695 Bay St,Staten Island,US,3,11,30,21,00,4.5
Gatsby's On The Bay,695 Bay St,Staten Island,US,4,11,30,21,00,4.5
Gatsby's On The Bay,695 Bay St,Staten Island,US,5,11,30,17,00,4.5
Gatsby's On The Bay,695 Bay St,Staten Island,US,6,11,30,16,00,4.5
Gekkazan,Melbourne GPO,Melbourne,AU,0,11,00,18,30,4.0
Gekkazan,Melbourne GPO,Melbourne,AU,1,11,00,18,30,4.0
Gekkazan,Melbourne GPO,Melbourne,AU,2,11,00,18,30,4.0
Gekkazan,Melbourne GPO,Melbourne,AU,3,11,00,18,30,4.0
Gekkazan,Melbourne GPO,Melbourne,AU,4,11,00,18,30,4.0
Gekkazan,Melbourne GPO,Melbourne,AU,5,11,30,19,00,4.0
Gene's Chinese Flatbread Cafe,86 Bedford St,Boston,US,0,11,00,02,00,4.0
Gene's Chinese Flatbread Cafe,86 Bedford St,Boston,US,1,11,00,02,00,4.0
Gene's Chinese Flatbread Cafe,86 Bedford St,Boston,US,2,11,00,02,00,4.0
Gene's Chinese Flatbread Cafe,86 Bedford St,Boston,US,3,11,00,02,00,4.0
Gene's Chinese Flatbread Cafe,86 Bedford St,Boston,US,4,11,00,02,00,4.0
Gene's Chinese Flatbread Cafe,86 Bedford St,Boston,US,5,11,00,02,00,4.0
Gene's Chinese Flatbread Cafe,86 Bedford St,Boston,US,6,12,00,23,30,4.0
Genki Ya,232 Tremont St,Boston,US,0,17,00,22,30,3.5
Genki Ya,232 Tremont St,Boston,US,1,17,00,22,30,3.5
Genki Ya,232 Tremont St,Boston,US,2,17,00,22,30,3.5
Genki Ya,232 Tremont St,Boston,US,3,17,00,22,30,3.5
Genki Ya,232 Tremont St,Boston,US,4,17,00,23,00,3.5
Genki Ya,232 Tremont St,Boston,US,5,11,00,23,00,3.5
Genki Ya,232 Tremont St,Boston,US,6,11,00,22,00,3.5
Gentleman Farmer Fort Greene,378 Myrtle Ave,Brooklyn,US,0,18,00,22,30,4.5
Gentleman Farmer Fort Greene,378 Myrtle Ave,Brooklyn,US,1,18,00,22,30,4.5
Gentleman Farmer Fort Greene,378 Myrtle Ave,Brooklyn,US,2,18,00,22,30,4.5
Gentleman Farmer Fort Greene,378 Myrtle Ave,Brooklyn,US,3,18,00,22,30,4.5
Gentleman Farmer Fort Greene,378 Myrtle Ave,Brooklyn,US,4,18,00,23,00,4.5
Gentleman Farmer Fort Greene,378 Myrtle Ave,Brooklyn,US,5,18,00,23,00,4.5
Gentleman Farmer Fort Greene,378 Myrtle Ave,Brooklyn,US,6,18,00,22,30,4.5
Gentleman Farmer,40 Rivington St,New York,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
George & Angela's,58 College Road,Liverpool,GB,0,11,00,21,00,3.5
George & Angela's,58 College Road,Liverpool,GB,1,11,00,21,00,3.5
George & Angela's,58 College Road,Liverpool,GB,2,11,00,21,00,3.5
George & Angela's,58 College Road,Liverpool,GB,3,11,00,21,00,3.5
George & Angela's,58 College Road,Liverpool,GB,4,11,00,21,30,3.5
George & Angela's,58 College Road,Liverpool,GB,5,11,00,21,30,3.5
George & Angela's,58 College Road,Liverpool,GB,6,11,00,21,00,3.5
George & Son's Asian Cuisine,3049 W Agua Fria Fwy,Phoenix,US,1,11,00,19,00,4.5
George & Son's Asian Cuisine,3049 W Agua Fria Fwy,Phoenix,US,2,11,00,19,00,4.5
George & Son's Asian Cuisine,3049 W Agua Fria Fwy,Phoenix,US,3,11,00,19,00,4.5
George & Son's Asian Cuisine,3049 W Agua Fria Fwy,Phoenix,US,4,11,00,19,00,4.5
George & Son's Asian Cuisine,3049 W Agua Fria Fwy,Phoenix,US,6,12,00,19,00,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,0,15,00,21,00,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,1,11,30,21,00,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,2,11,30,21,00,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,3,11,30,21,00,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,4,11,30,22,00,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,5,11,30,14,30,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,5,17,30,22,00,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,6,10,30,14,30,4.5
George's Boxcar Cafe,Railroad Park,Birmingham,US,6,17,30,21,00,4.5
Georges Brasserie,4620 Piedmont Row Dr,Charlotte,US,0,10,30,21,00,4.0
Georges Brasserie,4620 Piedmont Row Dr,Charlotte,US,1,10,30,21,00,4.0
Georges Brasserie,4620 Piedmont Row Dr,Charlotte,US,2,10,30,21,00,4.0
Georges Brasserie,4620 Piedmont Row Dr,Charlotte,US,3,10,30,21,00,4.0
Georges Brasserie,4620 Piedmont Row Dr,Charlotte,US,4,10,30,21,00,4.0
Georges Brasserie,4620 Piedmont Row Dr,Charlotte,US,5,10,30,21,00,4.0
George's Kitchen,6102 N 16th St,Phoenix,US,0,12,00,16,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,0,18,00,00,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,1,12,00,16,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,1,18,00,00,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,2,12,00,16,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,2,18,00,22,30,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,3,12,00,17,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,3,18,00,23,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,4,12,00,17,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,4,18,00,23,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,5,12,00,23,00,4.5
George's Kitchen,6102 N 16th St,Phoenix,US,6,12,00,22,00,4.5
Georges,17 Lime St,Sydney,AU,0,10,00,21,00,4.0
Georges,17 Lime St,Sydney,AU,1,10,00,21,00,4.0
Georges,17 Lime St,Sydney,AU,2,10,00,21,00,4.0
Georges,17 Lime St,Sydney,AU,3,10,00,21,00,4.0
Georges,17 Lime St,Sydney,AU,4,10,00,21,00,4.0
Georges,17 Lime St,Sydney,AU,5,10,00,21,00,4.0
Georges,17 Lime St,Sydney,AU,6,10,00,21,00,4.0
Georgie's Spuds & Snags,Shop FF04,Sydney,AU,0,11,00,20,00,3.5
Georgie's Spuds & Snags,Shop FF04,Sydney,AU,3,11,00,20,00,3.5
Georgie's Spuds & Snags,Shop FF04,Sydney,AU,4,11,00,20,00,3.5
Georgie's Spuds & Snags,Shop FF04,Sydney,AU,5,11,00,20,00,3.5
Georgie's Spuds & Snags,Shop FF04,Sydney,AU,6,11,00,20,00,3.5
Geo's Cuban & Creole Cafe,6301 Seaview Ave NW,Seattle,US,1,07,00,15,00,4.5
Geo's Cuban & Creole Cafe,6301 Seaview Ave NW,Seattle,US,2,07,00,15,00,4.5
Geo's Cuban & Creole Cafe,6301 Seaview Ave NW,Seattle,US,3,07,00,15,00,4.5
Geo's Cuban & Creole Cafe,6301 Seaview Ave NW,Seattle,US,4,07,00,15,00,4.5
Geo's Cuban & Creole Cafe,6301 Seaview Ave NW,Seattle,US,5,08,00,16,00,4.5
Geo's Cuban & Creole Cafe,6301 Seaview Ave NW,Seattle,US,6,08,00,16,00,4.5
Get Ya Fix,1/471 William St,Perth,AU,2,16,30,20,30,4.0
Get Ya Fix,1/471 William St,Perth,AU,3,16,30,20,30,4.0
Get Ya Fix,1/471 William St,Perth,AU,4,16,30,20,30,4.0
Get Ya Fix,1/471 William St,Perth,AU,5,12,00,20,30,4.0
Get Ya Fix,1/471 William St,Perth,AU,6,12,00,20,30,4.0
Getta Burger,1396 Creek Rd,Brisbane,AU,0,16,00,00,00,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,1,16,00,00,00,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,2,11,30,15,00,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,2,16,00,00,00,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,3,11,30,15,00,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,3,16,00,00,00,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,4,11,30,15,00,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,4,16,00,01,30,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,5,11,00,01,30,3.5
Getta Burger,1396 Creek Rd,Brisbane,AU,6,11,00,22,30,3.5
Ghibellina,1610 14th St NW,Washington,US,0,09,00,19,00,4.0
Ghibellina,1610 14th St NW,Washington,US,1,09,00,19,00,4.0
Ghibellina,1610 14th St NW,Washington,US,2,09,00,19,00,4.0
Ghibellina,1610 14th St NW,Washington,US,3,09,00,19,00,4.0
Ghibellina,1610 14th St NW,Washington,US,4,09,00,19,00,4.0
Ghibellina,1610 14th St NW,Washington,US,5,09,00,18,00,4.0
Giacobazzi's Delicatessen,150 Fleet Road,London,GB,0,17,00,22,00,5.0
Giacobazzi's Delicatessen,150 Fleet Road,London,GB,1,17,00,22,00,5.0
Giacobazzi's Delicatessen,150 Fleet Road,London,GB,2,17,00,22,00,5.0
Giacobazzi's Delicatessen,150 Fleet Road,London,GB,3,17,00,22,00,5.0
Giacobazzi's Delicatessen,150 Fleet Road,London,GB,4,17,00,23,00,5.0
Giacobazzi's Delicatessen,150 Fleet Road,London,GB,5,17,00,23,00,5.0
Giacobazzi's Delicatessen,150 Fleet Road,London,GB,6,17,00,21,30,5.0
Giacomo's,431 Columbus Ave,Boston,US,1,11,30,22,00,4.0
Giacomo's,431 Columbus Ave,Boston,US,2,11,30,22,00,4.0
Giacomo's,431 Columbus Ave,Boston,US,3,11,30,22,00,4.0
Giacomo's,431 Columbus Ave,Boston,US,4,11,30,22,00,4.0
Giacomo's,431 Columbus Ave,Boston,US,5,11,30,22,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,0,08,00,14,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,0,17,00,23,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,1,08,00,14,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,1,17,00,23,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,2,08,00,14,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,2,17,00,23,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,3,08,00,14,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,3,17,00,23,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,4,08,00,14,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,4,17,00,23,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,5,08,00,14,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,5,17,00,23,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,6,08,00,14,00,4.0
Giacomo's Cibo e Vino,3215 Westheimer Rd,Houston,US,6,17,00,23,00,4.0
Giada,The Cromwell Las Vegas Resort & Casino,Las Vegas,US,0,12,30,22,30,3.5
Giada,The Cromwell Las Vegas Resort & Casino,Las Vegas,US,1,12,30,22,30,3.5
Giada,The Cromwell Las Vegas Resort & Casino,Las Vegas,US,2,12,30,22,30,3.5
Giada,The Cromwell Las Vegas Resort & Casino,Las Vegas,US,3,12,30,22,30,3.5
Giada,The Cromwell Las Vegas Resort & Casino,Las Vegas,US,4,12,30,22,30,3.5
Giada,The Cromwell Las Vegas Resort & Casino,Las Vegas,US,5,12,30,23,30,3.5
Giada,The Cromwell Las Vegas Resort & Casino,Las Vegas,US,6,12,30,23,30,3.5
Giapo,279 Queen St,Auckland,NZ,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.5
Gil's Kitchen,7631 Sharon Lake Rd,Charlotte,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.5
Gina's Cafe,2 Mort St,Canberra,AU,1,11,00,22,00,0.0
Gina's Cafe,2 Mort St,Canberra,AU,2,11,00,22,00,0.0
Gina's Cafe,2 Mort St,Canberra,AU,3,11,00,22,00,0.0
Gina's Cafe,2 Mort St,Canberra,AU,4,11,00,23,00,0.0
Gina's Cafe,2 Mort St,Canberra,AU,5,11,00,23,00,0.0
Gina's Cafe,2 Mort St,Canberra,AU,6,11,00,15,00,0.0
Ginger & Fork,4705 Inker St,Houston,US,0,11,30,23,00,4.0
Ginger & Fork,4705 Inker St,Houston,US,1,11,30,23,00,4.0
Ginger & Fork,4705 Inker St,Houston,US,2,11,30,23,00,4.0
Ginger & Fork,4705 Inker St,Houston,US,3,11,30,23,00,4.0
Ginger & Fork,4705 Inker St,Houston,US,4,11,30,00,00,4.0
Ginger & Fork,4705 Inker St,Houston,US,5,11,30,00,00,4.0
Ginger & Fork,4705 Inker St,Houston,US,6,12,00,23,00,4.0
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,0,12,00,14,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,0,17,30,22,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,1,12,00,14,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,1,17,30,22,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,2,12,00,14,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,2,17,30,22,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,3,12,00,14,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,3,17,30,22,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,4,12,00,14,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,4,17,30,22,30,3.5
Ginger Exchange Symphony,250 Huntington Ave,Boston,US,5,17,30,22,30,3.5
Gingerboy,27-29 Crossley St,Melbourne,AU,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,3.5
Ginseng Restaurant,15 Flinders Way,Manuka,AU,0,09,00,17,00,1.0
Ginseng Restaurant,15 Flinders Way,Manuka,AU,1,09,00,17,00,1.0
Ginseng Restaurant,15 Flinders Way,Manuka,AU,2,09,00,17,00,1.0
Ginseng Restaurant,15 Flinders Way,Manuka,AU,3,12,00,02,30,1.0
Ginseng Restaurant,15 Flinders Way,Manuka,AU,4,12,00,02,30,1.0
Ginseng Restaurant,15 Flinders Way,Manuka,AU,5,12,00,02,30,1.0
Ginseng Restaurant,15 Flinders Way,Manuka,AU,6,12,00,02,30,1.0
Giovanna's Lounge,3537 W Vernor Hwy,Detroit,US,0,09,00,22,00,4.0
Giovanna's Lounge,3537 W Vernor Hwy,Detroit,US,1,09,00,22,00,4.0
Giovanna's Lounge,3537 W Vernor Hwy,Detroit,US,2,09,00,22,00,4.0
Giovanna's Lounge,3537 W Vernor Hwy,Detroit,US,3,09,00,22,00,4.0
Giovanna's Lounge,3537 W Vernor Hwy,Detroit,US,4,09,00,23,00,4.0
Giovanna's Lounge,3537 W Vernor Hwy,Detroit,US,5,11,00,23,00,4.0
Giraffe Cafe,302 Little Lonsdale St,Melbourne,AU,0,08,00,23,00,3.0
Giraffe Cafe,302 Little Lonsdale St,Melbourne,AU,1,08,00,23,00,3.0
Giraffe Cafe,302 Little Lonsdale St,Melbourne,AU,2,08,00,23,00,3.0
Giraffe Cafe,302 Little Lonsdale St,Melbourne,AU,3,08,00,23,00,3.0
Giraffe Cafe,302 Little Lonsdale St,Melbourne,AU,4,08,00,23,00,3.0
Giraffe Cafe,302 Little Lonsdale St,Melbourne,AU,5,09,00,23,00,3.0
Giraffe,120 Wilton Rd,London,GB,1,17,00,01,00,3.5
Giraffe,120 Wilton Rd,London,GB,2,17,00,01,00,3.5
Giraffe,120 Wilton Rd,London,GB,3,17,00,01,00,3.5
Giraffe,120 Wilton Rd,London,GB,4,16,00,02,00,3.5
Giraffe,120 Wilton Rd,London,GB,5,16,00,02,00,3.5
Giraffe,120 Wilton Rd,London,GB,6,13,00,00,00,3.5
Gizi Wine Cheese & Chocolate,47-34 Vernon Blvd,Long Island City,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
GJ's Grill,243 Franklin St,Melbourne,AU,0,06,00,10,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,0,12,00,15,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,0,18,00,23,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,1,06,00,10,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,1,12,00,15,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,1,18,00,23,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,2,06,00,10,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,2,12,00,15,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,2,18,00,23,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,3,06,00,10,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,3,12,00,15,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,3,18,00,23,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,4,06,00,10,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,4,12,00,15,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,4,18,00,23,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,5,07,00,11,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,5,18,00,23,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,6,07,00,11,00,4.5
GJ's Grill,243 Franklin St,Melbourne,AU,6,18,00,23,00,4.5
Glass,488 George St,Sydney,AU,1,17,00,21,00,3.5
Glass,488 George St,Sydney,AU,2,17,00,21,00,3.5
Glass,488 George St,Sydney,AU,3,17,00,21,00,3.5
Glass,488 George St,Sydney,AU,4,17,00,22,00,3.5
Glass,488 George St,Sydney,AU,5,17,00,22,00,3.5
Glass,488 George St,Sydney,AU,6,11,00,15,00,3.5
Glass,488 George St,Sydney,AU,6,17,00,21,00,3.5
Glass Wall,933 Studewood St,Houston,US,0,17,30,23,00,4.0
Glass Wall,933 Studewood St,Houston,US,1,17,30,23,00,4.0
Glass Wall,933 Studewood St,Houston,US,2,17,30,23,00,4.0
Glass Wall,933 Studewood St,Houston,US,3,17,30,23,00,4.0
Glass Wall,933 Studewood St,Houston,US,4,17,30,00,00,4.0
Glass Wall,933 Studewood St,Houston,US,5,10,00,00,00,4.0
Glass Wall,933 Studewood St,Houston,US,6,10,00,23,00,4.0
Glasserie,95 Commercial St,Brooklyn,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
Glasshouse Cafe,10 Binara St,Canberra,AU,0,08,00,19,00,3.0
Glasshouse Cafe,10 Binara St,Canberra,AU,1,08,00,19,00,3.0
Glasshouse Cafe,10 Binara St,Canberra,AU,2,08,00,19,00,3.0
Glasshouse Cafe,10 Binara St,Canberra,AU,3,08,00,19,00,3.0
Glasshouse Cafe,10 Binara St,Canberra,AU,4,08,00,19,00,3.0
Glasshouse Cafe,10 Binara St,Canberra,AU,5,08,00,19,00,3.0
Glasshouse Cafe,10 Binara St,Canberra,AU,6,08,00,19,00,3.0
Glider,197 Victoria St,Sydney,AU,0,12,00,22,30,4.5
Glider,197 Victoria St,Sydney,AU,1,12,00,22,30,4.5
Glider,197 Victoria St,Sydney,AU,2,12,00,22,30,4.5
Glider,197 Victoria St,Sydney,AU,3,12,00,22,30,4.5
Glider,197 Victoria St,Sydney,AU,4,12,00,22,30,4.5
Glider,197 Victoria St,Sydney,AU,5,12,00,22,30,4.5
Glider,197 Victoria St,Sydney,AU,6,12,00,22,30,4.5
Globe Bar & Brasserie,115 Kent St,Sydney,AU,0,11,00,22,00,3.5
Globe Bar & Brasserie,115 Kent St,Sydney,AU,1,11,00,22,00,3.5
Globe Bar & Brasserie,115 Kent St,Sydney,AU,2,11,00,22,00,3.5
Globe Bar & Brasserie,115 Kent St,Sydney,AU,3,11,00,22,00,3.5
Globe Bar & Brasserie,115 Kent St,Sydney,AU,4,11,00,02,00,3.5
Globe Bar & Brasserie,115 Kent St,Sydney,AU,5,11,00,02,00,3.5
Globe Bar & Brasserie,115 Kent St,Sydney,AU,6,11,00,22,00,3.5
Gloria's Latin Cuisine,2616 Louisiana St,Houston,US,0,11,00,22,00,3.5
Gloria's Latin Cuisine,2616 Louisiana St,Houston,US,1,11,00,22,00,3.5
Gloria's Latin Cuisine,2616 Louisiana St,Houston,US,2,11,00,22,00,3.5
Gloria's Latin Cuisine,2616 Louisiana St,Houston,US,3,11,00,22,00,3.5
Gloria's Latin Cuisine,2616 Louisiana St,Houston,US,4,11,00,23,00,3.5
Gloria's Latin Cuisine,2616 Louisiana St,Houston,US,5,11,00,23,00,3.5
Gloria's Latin Cuisine,2616 Louisiana St,Houston,US,6,11,00,21,00,3.5
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,1,11,00,14,30,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,1,17,00,21,30,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,2,11,00,14,30,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,2,17,00,21,30,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,3,11,00,14,30,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,3,17,00,21,30,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,4,11,00,14,30,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,4,17,00,22,00,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,5,09,00,15,00,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,5,17,00,22,00,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,6,09,00,15,00,4.0
Glory Bound Gyro Co- Birmingham,101 20th St S,Birmingham,US,6,17,00,21,30,4.0
Glutton,616 E Carson Ave,Las Vegas,US,1,11,00,21,00,4.5
Glutton,616 E Carson Ave,Las Vegas,US,2,11,00,21,00,4.5
Glutton,616 E Carson Ave,Las Vegas,US,3,11,00,21,00,4.5
Glutton,616 E Carson Ave,Las Vegas,US,4,11,00,21,00,4.5
Glutton,616 E Carson Ave,Las Vegas,US,5,11,00,21,00,4.5
Glutton,616 E Carson Ave,Las Vegas,US,6,11,00,21,00,4.5
Go Fish Poke Bar,1183 S De Anza Blvd,San Jose,US,0,11,00,21,00,4.5
Go Fish Poke Bar,1183 S De Anza Blvd,San Jose,US,1,11,00,21,00,4.5
Go Fish Poke Bar,1183 S De Anza Blvd,San Jose,US,2,11,00,21,00,4.5
Go Fish Poke Bar,1183 S De Anza Blvd,San Jose,US,3,11,00,21,00,4.5
Go Fish Poke Bar,1183 S De Anza Blvd,San Jose,US,4,11,00,21,00,4.5
Go Fish Poke Bar,1183 S De Anza Blvd,San Jose,US,5,11,00,21,00,4.5
Go Fish Poke Bar,1183 S De Anza Blvd,San Jose,US,6,16,00,21,00,4.5
Go! Sy Thai,4240 Cass Ave,Detroit,US,0,12,00,22,00,4.0
Go! Sy Thai,4240 Cass Ave,Detroit,US,1,12,00,00,00,4.0
Go! Sy Thai,4240 Cass Ave,Detroit,US,2,12,00,00,00,4.0
Go! Sy Thai,4240 Cass Ave,Detroit,US,3,12,00,00,00,4.0
Go! Sy Thai,4240 Cass Ave,Detroit,US,4,12,00,02,00,4.0
Go! Sy Thai,4240 Cass Ave,Detroit,US,5,12,00,02,00,4.0
Go! Sy Thai,4240 Cass Ave,Detroit,US,6,12,00,22,00,4.0
goa taco,79 Delancey St,New York,US,0,11,00,21,00,4.5
goa taco,79 Delancey St,New York,US,1,11,00,21,00,4.5
goa taco,79 Delancey St,New York,US,2,11,00,21,00,4.5
goa taco,79 Delancey St,New York,US,3,11,00,21,00,4.5
goa taco,79 Delancey St,New York,US,4,11,00,21,00,4.5
goa taco,79 Delancey St,New York,US,5,11,00,21,00,4.5
goa taco,79 Delancey St,New York,US,6,11,00,21,00,4.5
Gobi Mongolian Grill,1035 E Brokaw Rd,San Jose,US,0,10,00,19,00,4.0
Gobi Mongolian Grill,1035 E Brokaw Rd,San Jose,US,1,10,00,19,00,4.0
Gobi Mongolian Grill,1035 E Brokaw Rd,San Jose,US,2,10,00,19,00,4.0
Gobi Mongolian Grill,1035 E Brokaw Rd,San Jose,US,3,10,00,19,00,4.0
Gobi Mongolian Grill,1035 E Brokaw Rd,San Jose,US,4,10,00,20,00,4.0
Gobi Mongolian Grill,1035 E Brokaw Rd,San Jose,US,5,10,00,20,00,4.0
Gobi Mongolian Grill,1035 E Brokaw Rd,San Jose,US,6,10,00,19,30,4.0
Goddards at Greenwich,22 King William Walk,London,GB,0,06,00,22,00,4.0
Goddards at Greenwich,22 King William Walk,London,GB,1,06,00,22,00,4.0
Goddards at Greenwich,22 King William Walk,London,GB,2,06,00,22,00,4.0
Goddards at Greenwich,22 King William Walk,London,GB,3,06,00,22,00,4.0
Goddards at Greenwich,22 King William Walk,London,GB,4,06,00,22,00,4.0
Goddards at Greenwich,22 King William Walk,London,GB,5,07,00,21,00,4.0
Goddards at Greenwich,22 King William Walk,London,GB,6,07,00,21,00,4.0
Goddess and Grocer,1649 N Damen Ave,Chicago,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,3.5
Gods Cafe & Bar,Union Crt,Australian National University,AU,0,11,00,19,00,4.0
Gods Cafe & Bar,Union Crt,Australian National University,AU,1,11,00,19,00,4.0
Gods Cafe & Bar,Union Crt,Australian National University,AU,2,11,00,19,00,4.0
Gods Cafe & Bar,Union Crt,Australian National University,AU,3,11,00,19,00,4.0
Gods Cafe & Bar,Union Crt,Australian National University,AU,4,11,00,19,00,4.0
Gods Cafe & Bar,Union Crt,Australian National University,AU,5,11,00,19,00,4.0
Golden Burma,15 Boardman St,San Francisco,US,0,12,00,04,00,4.0
Golden Burma,15 Boardman St,San Francisco,US,1,12,00,04,00,4.0
Golden Burma,15 Boardman St,San Francisco,US,2,12,00,04,00,4.0
Golden Burma,15 Boardman St,San Francisco,US,3,12,00,04,00,4.0
Golden Burma,15 Boardman St,San Francisco,US,4,12,00,04,00,4.0
Golden Burma,15 Boardman St,San Francisco,US,5,12,00,04,00,4.0
Golden Burma,15 Boardman St,San Francisco,US,6,12,00,04,00,4.0
Golden Century Seafood Restaurant,393 Sussex St,Sydney,AU,0,11,00,22,00,3.0
Golden Century Seafood Restaurant,393 Sussex St,Sydney,AU,1,11,00,22,00,3.0
Golden Century Seafood Restaurant,393 Sussex St,Sydney,AU,2,11,00,22,00,3.0
Golden Century Seafood Restaurant,393 Sussex St,Sydney,AU,3,11,00,22,00,3.0
Golden Century Seafood Restaurant,393 Sussex St,Sydney,AU,4,11,00,22,00,3.0
Golden Century Seafood Restaurant,393 Sussex St,Sydney,AU,5,11,00,22,00,3.0
Golden Century Seafood Restaurant,393 Sussex St,Sydney,AU,6,11,00,22,00,3.0
Golden Chick,8910 Westheimer Rd,Houston,US,0,12,00,22,00,4.0
Golden Chick,8910 Westheimer Rd,Houston,US,1,12,00,22,00,4.0
Golden Chick,8910 Westheimer Rd,Houston,US,2,12,00,22,00,4.0
